"";"code";"y"
"6318";"ICD-E750";"ICD-E00-E89"
"6319";"ICD-K759";"ICD-K00-K95"
"6320";"ICD-K450";"ICD-K00-K95"
"6321";"ICD-G978";"ICD-G00-G99"
"6322";"ICD-Z312";"ICD-Z00-Z99"
"6323";"ICD-T529";"ICD-S00-T98"
"6324";"ICD-L901";"ICD-L00-L99"
"6325";"ICD-Y626";"ICD-V00-Y99"
"6326";"ICD-D738";"ICD-D50-D89"
"6327";"ICD-K804";"ICD-K00-K95"
"6328";"ICD-X329";"ICD-V00-Y99"
"6329";"ICD-H571";"ICD-H00-H59"
"6330";"ICD-E643";"ICD-E00-E89"
"6331";"ICD-T029";"ICD-S00-T98"
"6332";"ICD-Q010";"ICD-Q00-Q99"
"6333";"ICD-T806";"ICD-S00-T98"
"6334";"ICD-S548";"ICD-S00-T98"
"6335";"ICD-D370";"ICD-C00-D49"
"6336";"ICD-Q802";"ICD-Q00-Q99"
"6337";"ICD-H021";"ICD-H00-H59"
"6338";"ICD-F028";"ICD-F01-F99"
"6339";"ICD-Q808";"ICD-Q00-Q99"
"6340";"ICD-M891";"ICD-M00-M99"
"6341";"ICD-S390";"ICD-S00-T98"
"6342";"ICD-M768";"ICD-M00-M99"
"6343";"ICD-H055";"ICD-H00-H59"
"6344";"ICD-W442";"ICD-V00-Y99"
"6345";"ICD-T158";"ICD-S00-T98"
"6346";"ICD-Y618";"ICD-V00-Y99"
"6347";"ICD-S819";"ICD-S00-T98"
"6348";"ICD-D219";"ICD-C00-D49"
"6349";"ICD-Q453";"ICD-Q00-Q99"
"6350";"ICD-M418";"ICD-M00-M99"
"6351";"ICD-Q042";"ICD-Q00-Q99"
"6352";"ICD-Q925";"ICD-Q00-Q99"
"6353";"ICD-J432";"ICD-J00-J99"
"6354";"ICD-M231";"ICD-M00-M99"
"6355";"ICD-A371";"ICD-A00-B99"
"6356";"ICD-M241";"ICD-M00-M99"
"6357";"ICD-H278";"ICD-H00-H59"
"6358";"ICD-H623";"ICD-H60-H95"
"6359";"ICD-H46";"ICD-H00-H59"
"6360";"ICD-H448";"ICD-H00-H59"
"6361";"ICD-Y576";"ICD-V00-Y99"
"6362";"ICD-G360";"ICD-G00-G99"
"6363";"ICD-F172";"ICD-F01-F99"
"6364";"ICD-H302";"ICD-H00-H59"
"6365";"ICD-D569";"ICD-D50-D89"
"6366";"ICD-V481";"ICD-V00-Y99"
"6367";"ICD-G251";"ICD-G00-G99"
"6368";"ICD-N005";"ICD-N00-N99"
"6369";"ICD-W148";"ICD-V00-Y99"
"6370";"ICD-L680";"ICD-L00-L99"
"6371";"ICD-R227";"ICD-R00-R99"
"6372";"ICD-G523";"ICD-G00-G99"
"6373";"ICD-J983";"ICD-J00-J99"
"6374";"ICD-E269";"ICD-E00-E89"
"6375";"ICD-T476";"ICD-S00-T98"
"6376";"ICD-Z260";"ICD-Z00-Z99"
"6377";"ICD-Q960";"ICD-Q00-Q99"
"6378";"ICD-G933";"ICD-G00-G99"
"6379";"ICD-D319";"ICD-C00-D49"
"6380";"ICD-H209";"ICD-H00-H59"
"6381";"ICD-H208";"ICD-H00-H59"
"6382";"ICD-W698";"ICD-V00-Y99"
"6383";"ICD-Y640";"ICD-V00-Y99"
"6384";"ICD-D582";"ICD-D50-D89"
"6385";"ICD-E221";"ICD-E00-E89"
"6386";"ICD-F512";"ICD-F01-F99"
"6387";"ICD-C699";"ICD-C00-D49"
"6388";"ICD-T478";"ICD-S00-T98"
"6389";"ICD-X498";"ICD-V00-Y99"
"6390";"ICD-X020";"ICD-V00-Y99"
"6391";"ICD-C381";"ICD-C00-D49"
"6392";"ICD-R066";"ICD-R00-R99"
"6393";"ICD-M518";"ICD-M00-M99"
"6394";"ICD-M110";"ICD-M00-M99"
"6395";"ICD-Q561";"ICD-Q00-Q99"
"6396";"ICD-N825";"ICD-N00-N99"
"6397";"ICD-Y525";"ICD-V00-Y99"
"6398";"ICD-H348";"ICD-H00-H59"
"6399";"ICD-S981";"ICD-S00-T98"
"6400";"ICD-Z749";"ICD-Z00-Z99"
"6401";"ICD-Y120";"ICD-V00-Y99"
"6402";"ICD-I230";"ICD-I00-I99"
"6403";"ICD-I081";"ICD-I00-I99"
"6404";"ICD-D807";"ICD-D50-D89"
"6405";"ICD-T440";"ICD-S00-T98"
"6406";"ICD-T821";"ICD-S00-T98"
"6407";"ICD-I653";"ICD-I00-I99"
"6408";"ICD-W409";"ICD-V00-Y99"
"6409";"ICD-T932";"ICD-S00-T98"
"6410";"ICD-Y891";"ICD-V00-Y99"
"6411";"ICD-F453";"ICD-F01-F99"
"6412";"ICD-Y730";"ICD-V00-Y99"
"6413";"ICD-M773";"ICD-M00-M99"
"6414";"ICD-W058";"ICD-V00-Y99"
"6415";"ICD-S225";"ICD-S00-T98"
"6416";"ICD-A530";"ICD-A00-B99"
"6417";"ICD-K062";"ICD-K00-K95"
"6418";"ICD-S540";"ICD-S00-T98"
"6419";"ICD-S541";"ICD-S00-T98"
"6420";"ICD-N63";"ICD-NA"
"6421";"ICD-V093";"ICD-V00-Y99"
"6422";"ICD-Q715";"ICD-Q00-Q99"
"6423";"ICD-D314";"ICD-C00-D49"
"6424";"ICD-Q121";"ICD-Q00-Q99"
"6425";"ICD-Z805";"ICD-Z00-Z99"
"6426";"ICD-R457";"ICD-R00-R99"
"6427";"ICD-L551";"ICD-L00-L99"
"6428";"ICD-X320";"ICD-V00-Y99"
"6429";"ICD-C492";"ICD-C00-D49"
"6430";"ICD-F149";"ICD-F01-F99"
"6431";"ICD-Y430";"ICD-V00-Y99"
"6432";"ICD-Z270";"ICD-Z00-Z99"
"6433";"ICD-H164";"ICD-H00-H59"
"6434";"ICD-K551";"ICD-K00-K95"
"6435";"ICD-K763";"ICD-K00-K95"
"6436";"ICD-K861";"ICD-K00-K95"
"6437";"ICD-E213";"ICD-E00-E89"
"6438";"ICD-K740";"ICD-K00-K95"
"6439";"ICD-K871";"ICD-K00-K95"
"6440";"ICD-Q149";"ICD-Q00-Q99"
"6441";"ICD-A439";"ICD-A00-B99"
"6442";"ICD-X084";"ICD-V00-Y99"
"6443";"ICD-I301";"ICD-I00-I99"
"6444";"ICD-J683";"ICD-J00-J99"
"6445";"ICD-X650";"ICD-V00-Y99"
"6446";"ICD-G937";"ICD-G00-G99"
"6447";"ICD-W544";"ICD-V00-Y99"
"6448";"ICD-W692";"ICD-V00-Y99"
"6449";"ICD-F449";"ICD-F01-F99"
"6450";"ICD-R192";"ICD-R00-R99"
"6451";"ICD-T436";"ICD-S00-T98"
"6452";"ICD-L244";"ICD-L00-L99"
"6453";"ICD-R292";"ICD-R00-R99"
"6454";"ICD-A010";"ICD-A00-B99"
"6455";"ICD-D309";"ICD-C00-D49"
"6456";"ICD-V370";"ICD-V00-Y99"
"6457";"ICD-E149";"ICD-E00-E89"
"6458";"ICD-U070";"ICD-U00-U91"
"6459";"ICD-F958";"ICD-F01-F99"
"6460";"ICD-Y140";"ICD-V00-Y99"
"6461";"ICD-P544";"ICD-P00-P96"
"6462";"ICD-K261";"ICD-K00-K95"
"6463";"ICD-S364";"ICD-S00-T98"
"6464";"ICD-T463";"ICD-S00-T98"
"6465";"ICD-T503";"ICD-S00-T98"
"6466";"ICD-K819";"ICD-K00-K95"
"6467";"ICD-K141";"ICD-K00-K95"
"6468";"ICD-T839";"ICD-S00-T98"
"6469";"ICD-E508";"ICD-E00-E89"
"6470";"ICD-A318";"ICD-A00-B99"
"6471";"ICD-Q804";"ICD-Q00-Q99"
"6472";"ICD-W679";"ICD-V00-Y99"
"6473";"ICD-D216";"ICD-C00-D49"
"6474";"ICD-W042";"ICD-V00-Y99"
"6475";"ICD-Q056";"ICD-Q00-Q99"
"6476";"ICD-S117";"ICD-S00-T98"
"6477";"ICD-E105";"ICD-E00-E89"
"6478";"ICD-L709";"ICD-L00-L99"
"6479";"ICD-T008";"ICD-S00-T98"
"6480";"ICD-Z803";"ICD-Z00-Z99"
"6481";"ICD-M495";"ICD-M00-M99"
"6482";"ICD-T047";"ICD-S00-T98"
"6483";"ICD-S657";"ICD-S00-T98"
"6484";"ICD-L302";"ICD-L00-L99"
"6485";"ICD-H744";"ICD-H60-H95"
"6486";"ICD-F152";"ICD-F01-F99"
"6487";"ICD-W201";"ICD-V00-Y99"
"6488";"ICD-E030";"ICD-E00-E89"
"6489";"ICD-K808";"ICD-K00-K95"
"6490";"ICD-Z809";"ICD-Z00-Z99"
"6491";"ICD-D281";"ICD-C00-D49"
"6492";"ICD-T469";"ICD-S00-T98"
"6493";"ICD-K512";"ICD-K00-K95"
"6494";"ICD-Z429";"ICD-Z00-Z99"
"6495";"ICD-K605";"ICD-K00-K95"
"6496";"ICD-T361";"ICD-S00-T98"
"6497";"ICD-Z237";"ICD-Z00-Z99"
"6498";"ICD-T464";"ICD-S00-T98"
"6499";"ICD-Q914";"ICD-Q00-Q99"
"6500";"ICD-T940";"ICD-S00-T98"
"6501";"ICD-T702";"ICD-S00-T98"
"6502";"ICD-G803";"ICD-G00-G99"
"6503";"ICD-A199";"ICD-A00-B99"
"6504";"ICD-K761";"ICD-K00-K95"
"6505";"ICD-G458";"ICD-G00-G99"
"6506";"ICD-C80+";"ICD-C00-D49"
"6507";"ICD-V787";"ICD-V00-Y99"
"6508";"ICD-V795";"ICD-V00-Y99"
"6509";"ICD-W071";"ICD-V00-Y99"
"6510";"ICD-R442";"ICD-R00-R99"
"6511";"ICD-S931";"ICD-S00-T98"
"6512";"ICD-D419";"ICD-C00-D49"
"6513";"ICD-S158";"ICD-S00-T98"
"6514";"ICD-W690";"ICD-V00-Y99"
"6515";"ICD-S320";"ICD-S00-T98"
"6516";"ICD-Q104";"ICD-Q00-Q99"
"6517";"ICD-R481";"ICD-R00-R99"
"6518";"ICD-S799";"ICD-S00-T98"
"6519";"ICD-W081";"ICD-V00-Y99"
"6520";"ICD-U119";"ICD-U00-U91"
"6521";"ICD-X648";"ICD-V00-Y99"
"6522";"ICD-C300";"ICD-C00-D49"
"6523";"ICD-T251";"ICD-S00-T98"
"6524";"ICD-D732";"ICD-D50-D89"
"6525";"ICD-F070";"ICD-F01-F99"
"6526";"ICD-Y524";"ICD-V00-Y99"
"6527";"ICD-A308";"ICD-A00-B99"
"6528";"ICD-W760";"ICD-V00-Y99"
"6529";"ICD-H506";"ICD-H00-H59"
"6530";"ICD-L248";"ICD-L00-L99"
"6531";"ICD-W318";"ICD-V00-Y99"
"6532";"ICD-Z032";"ICD-Z00-Z99"
"6533";"ICD-T151";"ICD-S00-T98"
"6534";"ICD-G122";"ICD-G00-G99"
"6535";"ICD-Y536";"ICD-V00-Y99"
"6536";"ICD-B981";"ICD-A00-B99"
"6537";"ICD-H473";"ICD-H00-H59"
"6538";"ICD-Z907";"ICD-Z00-Z99"
"6539";"ICD-I621";"ICD-I00-I99"
"6540";"ICD-T378";"ICD-S00-T98"
"6541";"ICD-C220";"ICD-C00-D49"
"6542";"ICD-Z850";"ICD-Z00-Z99"
"6543";"ICD-Z918";"ICD-Z00-Z99"
"6544";"ICD-X860";"ICD-V00-Y99"
"6545";"ICD-F812";"ICD-F01-F99"
"6546";"ICD-X670";"ICD-V00-Y99"
"6547";"ICD-L449";"ICD-L00-L99"
"6548";"ICD-I061";"ICD-I00-I99"
"6549";"ICD-K520";"ICD-K00-K95"
"6550";"ICD-X800";"ICD-V00-Y99"
"6551";"ICD-D34";"ICD-C00-D49"
"6552";"ICD-H020";"ICD-H00-H59"
"6553";"ICD-G238";"ICD-G00-G99"
"6554";"ICD-H334";"ICD-H00-H59"
"6555";"ICD-B230";"ICD-A00-B99"
"6556";"ICD-B24+";"ICD-A00-B99"
"6557";"ICD-Z717";"ICD-Z00-Z99"
"6558";"ICD-B200";"ICD-A00-B99"
"6559";"ICD-B232";"ICD-A00-B99"
"6560";"ICD-K911";"ICD-K00-K95"
"6561";"ICD-F114";"ICD-F01-F99"
"6562";"ICD-I418";"ICD-I00-I99"
"6563";"ICD-E132";"ICD-E00-E89"
"6564";"ICD-N162";"ICD-N00-N99"
"6565";"ICD-H913";"ICD-H60-H95"
"6566";"ICD-K310";"ICD-K00-K95"
"6567";"ICD-D805";"ICD-D50-D89"
"6568";"ICD-B485";"ICD-A00-B99"
"6569";"ICD-A360";"ICD-A00-B99"
"6570";"ICD-Y638";"ICD-V00-Y99"
"6571";"ICD-Z886";"ICD-Z00-Z99"
"6572";"ICD-M848";"ICD-M00-M99"
"6573";"ICD-I681";"ICD-I00-I99"
"6574";"ICD-A184";"ICD-A00-B99"
"6575";"ICD-T826";"ICD-S00-T98"
"6576";"ICD-Y051";"ICD-V00-Y99"
"6577";"ICD-U830";"ICD-U00-U91"
"6578";"ICD-S080";"ICD-S00-T98"
"6579";"ICD-W096";"ICD-V00-Y99"
"6580";"ICD-S868";"ICD-S00-T98"
"6581";"ICD-B448";"ICD-A00-B99"
"6582";"ICD-K718";"ICD-K00-K95"
"6583";"ICD-S358";"ICD-S00-T98"
"6584";"ICD-G379";"ICD-G00-G99"
"6585";"ICD-H022";"ICD-H00-H59"
"6586";"ICD-W792";"ICD-V00-Y99"
"6587";"ICD-P016";"ICD-P00-P96"
"6588";"ICD-K630";"ICD-K00-K95"
"6589";"ICD-S380";"ICD-S00-T98"
"6590";"ICD-X640";"ICD-V00-Y99"
"6591";"ICD-H536";"ICD-H00-H59"
"6592";"ICD-Q963";"ICD-Q00-Q99"
"6593";"ICD-I612";"ICD-I00-I99"
"6594";"ICD-D321";"ICD-C00-D49"
"6595";"ICD-I611";"ICD-I00-I99"
"6596";"ICD-Q529";"ICD-Q00-Q99"
"6597";"ICD-Y496";"ICD-V00-Y99"
"6598";"ICD-B182";"ICD-A00-B99"
"6599";"ICD-N311";"ICD-N00-N99"
"6600";"ICD-P729";"ICD-P00-P96"
"6601";"ICD-I401";"ICD-I00-I99"
"6602";"ICD-I481";"ICD-I00-I99"
"6603";"ICD-G519";"ICD-G00-G99"
"6604";"ICD-S045";"ICD-S00-T98"
"6605";"ICD-R894";"ICD-R00-R99"
"6606";"ICD-W879";"ICD-V00-Y99"
"6607";"ICD-X620";"ICD-V00-Y99"
"6608";"ICD-I378";"ICD-I00-I99"
"6609";"ICD-I99";"ICD-I00-I99"
"6610";"ICD-N820";"ICD-N00-N99"
"6611";"ICD-H731";"ICD-H60-H95"
"6612";"ICD-Z245";"ICD-Z00-Z99"
"6613";"ICD-N843";"ICD-N00-N99"
"6614";"ICD-Y128";"ICD-V00-Y99"
"6615";"ICD-M808";"ICD-M00-M99"
"6616";"ICD-Z828";"ICD-Z00-Z99"
"6617";"ICD-Y190";"ICD-V00-Y99"
"6618";"ICD-Q265";"ICD-Q00-Q99"
"6619";"ICD-N428";"ICD-N00-N99"
"6620";"ICD-D528";"ICD-D50-D89"
"6621";"ICD-H151";"ICD-H00-H59"
"6622";"ICD-D730";"ICD-D50-D89"
"6623";"ICD-L97";"ICD-NA"
"6624";"ICD-V092";"ICD-V00-Y99"
"6625";"ICD-K641";"ICD-K00-K95"
"6626";"ICD-N363";"ICD-N00-N99"
"6627";"ICD-H598";"ICD-H00-H59"
"6628";"ICD-W689";"ICD-V00-Y99"
"6629";"ICD-W830";"ICD-V00-Y99"
"6630";"ICD-S120";"ICD-S00-T98"
"6631";"ICD-S141";"ICD-S00-T98"
"6632";"ICD-R961";"ICD-R00-R99"
"6633";"ICD-V489";"ICD-V00-Y99"
"6634";"ICD-W782";"ICD-V00-Y99"
"6635";"ICD-T002";"ICD-S00-T98"
"6636";"ICD-T006";"ICD-S00-T98"
"6637";"ICD-V134";"ICD-V00-Y99"
"6638";"ICD-Y847";"ICD-V00-Y99"
"6639";"ICD-C771";"ICD-C00-D49"
"6640";"ICD-D200";"ICD-C00-D49"
"6641";"ICD-Q310";"ICD-Q00-Q99"
"6642";"ICD-B770";"ICD-A00-B99"
"6643";"ICD-F220";"ICD-F01-F99"
"6644";"ICD-E200";"ICD-E00-E89"
"6645";"ICD-Q052";"ICD-Q00-Q99"
"6646";"ICD-E723";"ICD-E00-E89"
"6647";"ICD-N004";"ICD-N00-N99"
"6648";"ICD-K380";"ICD-K00-K95"
"6649";"ICD-E100";"ICD-E00-E89"
"6650";"ICD-X259";"ICD-V00-Y99"
"6651";"ICD-V849";"ICD-V00-Y99"
"6652";"ICD-T913";"ICD-S00-T98"
"6653";"ICD-S322";"ICD-S00-T98"
"6654";"ICD-M364";"ICD-M00-M99"
"6655";"ICD-H512";"ICD-H00-H59"
"6656";"ICD-K114";"ICD-K00-K95"
"6657";"ICD-H063";"ICD-H00-H59"
"6658";"ICD-N250";"ICD-N00-N99"
"6659";"ICD-X250";"ICD-V00-Y99"
"6660";"ICD-Z902";"ICD-Z00-Z99"
"6661";"ICD-A928";"ICD-A00-B99"
"6662";"ICD-N061";"ICD-N00-N99"
"6663";"ICD-Q111";"ICD-Q00-Q99"
"6664";"ICD-S324";"ICD-S00-T98"
"6665";"ICD-H838";"ICD-H60-H95"
"6666";"ICD-C488";"ICD-C00-D49"
"6667";"ICD-P109";"ICD-P00-P96"
"6668";"ICD-S850";"ICD-S00-T98"
"6669";"ICD-G991";"ICD-G00-G99"
"6670";"ICD-T226";"ICD-S00-T98"
"6671";"ICD-X060";"ICD-V00-Y99"
"6672";"ICD-I630";"ICD-I00-I99"
"6673";"ICD-I664";"ICD-I00-I99"
"6674";"ICD-T636";"ICD-S00-T98"
"6675";"ICD-C73";"ICD-C00-D49"
"6676";"ICD-E070";"ICD-E00-E89"
"6677";"ICD-Y636";"ICD-V00-Y99"
"6678";"ICD-K316";"ICD-K00-K95"
"6679";"ICD-W118";"ICD-V00-Y99"
"6680";"ICD-I254";"ICD-I00-I99"
"6681";"ICD-Q511";"ICD-Q00-Q99"
"6682";"ICD-T597";"ICD-S00-T98"
"6683";"ICD-C715";"ICD-C00-D49"
"6684";"ICD-H218";"ICD-H00-H59"
"6685";"ICD-S620";"ICD-S00-T98"
"6686";"ICD-M331";"ICD-M00-M99"
"6687";"ICD-M339";"ICD-M00-M99"
"6688";"ICD-F642";"ICD-F01-F99"
"6689";"ICD-L232";"ICD-L00-L99"
"6690";"ICD-Q980";"ICD-Q00-Q99"
"6691";"ICD-B007";"ICD-A00-B99"
"6692";"ICD-B300";"ICD-A00-B99"
"6693";"ICD-B169";"ICD-A00-B99"
"6694";"ICD-B530";"ICD-A00-B99"
"6695";"ICD-I803";"ICD-I00-I99"
"6696";"ICD-F170";"ICD-F01-F99"
"6697";"ICD-T593";"ICD-S00-T98"
"6698";"ICD-H477";"ICD-H00-H59"
"6699";"ICD-H809";"ICD-H60-H95"
"6700";"ICD-W074";"ICD-V00-Y99"
"6701";"ICD-Q765";"ICD-Q00-Q99"
"6702";"ICD-I988";"ICD-I00-I99"
"6703";"ICD-Y513";"ICD-V00-Y99"
"6704";"ICD-N071";"ICD-N00-N99"
"6705";"ICD-E784";"ICD-E00-E89"
"6706";"ICD-E212";"ICD-E00-E89"
"6707";"ICD-A170";"ICD-A00-B99"
"6708";"ICD-C713";"ICD-C00-D49"
"6709";"ICD-G112";"ICD-G00-G99"
"6710";"ICD-K614";"ICD-K00-K95"
"6711";"ICD-Z855";"ICD-Z00-Z99"
"6712";"ICD-C403";"ICD-C00-D49"
"6713";"ICD-C408";"ICD-C00-D49"
"6714";"ICD-T66";"ICD-S00-T98"
"6715";"ICD-Z935";"ICD-Z00-Z99"
"6716";"ICD-Q606";"ICD-Q00-Q99"
"6717";"ICD-F450";"ICD-F01-F99"
"6718";"ICD-I609";"ICD-I00-I99"
"6719";"ICD-Y899";"ICD-V00-Y99"
"6720";"ICD-H311";"ICD-H00-H59"
"6721";"ICD-P720";"ICD-P00-P96"
"6722";"ICD-E771";"ICD-E00-E89"
"6723";"ICD-S118";"ICD-S00-T98"
"6724";"ICD-I728";"ICD-I00-I99"
"6725";"ICD-N017";"ICD-N00-N99"
"6726";"ICD-G432";"ICD-G00-G99"
"6727";"ICD-H105";"ICD-H00-H59"
"6728";"ICD-T609";"ICD-S00-T98"
"6729";"ICD-T406";"ICD-S00-T98"
"6730";"ICD-T375";"ICD-S00-T98"
"6731";"ICD-P569";"ICD-P00-P96"
"6732";"ICD-Q138";"ICD-Q00-Q99"
"6733";"ICD-N362";"ICD-N00-N99"
"6734";"ICD-Q777";"ICD-Q00-Q99"
"6735";"ICD-Z570";"ICD-Z00-Z99"
"6736";"ICD-Q772";"ICD-Q00-Q99"
"6737";"ICD-Z551";"ICD-Z00-Z99"
"6738";"ICD-F412";"ICD-F01-F99"
"6739";"ICD-H250";"ICD-H00-H59"
"6740";"ICD-Y870";"ICD-V00-Y99"
"6741";"ICD-I011";"ICD-I00-I99"
"6742";"ICD-A09";"ICD-A00-B99"
"6743";"ICD-N911";"ICD-N00-N99"
"6744";"ICD-N946";"ICD-N00-N99"
"6745";"ICD-R049";"ICD-R00-R99"
"6746";"ICD-M804";"ICD-M00-M99"
"6747";"ICD-M814";"ICD-M00-M99"
"6748";"ICD-M820";"ICD-M00-M99"
"6749";"ICD-A881";"ICD-A00-B99"
"6750";"ICD-F488";"ICD-F01-F99"
"6751";"ICD-M797";"ICD-M00-M99"
"6752";"ICD-N800";"ICD-N00-N99"
"6753";"ICD-C859";"ICD-C00-D49"
"6754";"ICD-C835";"ICD-C00-D49"
"6755";"ICD-C844";"ICD-C00-D49"
"6756";"ICD-F912";"ICD-F01-F99"
"6757";"ICD-F323";"ICD-F01-F99"
"6758";"ICD-X781";"ICD-V00-Y99"
"6759";"ICD-X609";"ICD-V00-Y99"
"6760";"ICD-X619";"ICD-V00-Y99"
"6761";"ICD-X780";"ICD-V00-Y99"
"6762";"ICD-Z559";"ICD-Z00-Z99"
"6763";"ICD-Z615";"ICD-Z00-Z99"
"6764";"ICD-X849";"ICD-V00-Y99"
"6765";"ICD-O600";"ICD-O00-O99"
"6766";"ICD-O731";"ICD-O00-O99"
"6767";"ICD-O235";"ICD-O00-O99"
"6768";"ICD-O702";"ICD-O00-O99"
"6769";"ICD-O990";"ICD-O00-O99"
"6770";"ICD-Z300";"ICD-Z00-Z99"
"6771";"ICD-Z392";"ICD-Z00-Z99"
"6772";"ICD-M234";"ICD-M00-M99"
"6773";"ICD-U801";"ICD-U00-U91"
"6774";"ICD-F668";"ICD-F01-F99"
"6775";"ICD-F122";"ICD-F01-F99"
"6776";"ICD-I861";"ICD-I00-I99"
"6777";"ICD-A561";"ICD-A00-B99"
"6778";"ICD-N744";"ICD-N00-N99"
"6779";"ICD-F480";"ICD-F01-F99"
"6780";"ICD-N910";"ICD-N00-N99"
"6781";"ICD-K649";"ICD-K00-K95"
"6782";"ICD-M925";"ICD-M00-M99"
"6783";"ICD-K359";"ICD-K00-K95"
"6784";"ICD-Y040";"ICD-V00-Y99"
"6785";"ICD-F101";"ICD-F01-F99"
"6786";"ICD-F121";"ICD-F01-F99"
"6787";"ICD-F171";"ICD-F01-F99"
"6788";"ICD-F112";"ICD-F01-F99"
"6789";"ICD-X612";"ICD-V00-Y99"
"6790";"ICD-X782";"ICD-V00-Y99"
"6791";"ICD-O700";"ICD-O00-O99"
"6792";"ICD-Z356";"ICD-Z00-Z99"
"6793";"ICD-O925";"ICD-O00-O99"
"6794";"ICD-G630";"ICD-G00-G99"
"6795";"ICD-S255";"ICD-S00-T98"
"6796";"ICD-X999";"ICD-V00-Y99"
"6797";"ICD-Y044";"ICD-V00-Y99"
"6798";"ICD-S836";"ICD-S00-T98"
"6799";"ICD-L564";"ICD-L00-L99"
"6800";"ICD-C811";"ICD-C00-D49"
"6801";"ICD-C839";"ICD-C00-D49"
"6802";"ICD-C817";"ICD-C00-D49"
"6803";"ICD-O049";"ICD-O00-O99"
"6804";"ICD-Z640";"ICD-Z00-Z99"
"6805";"ICD-N808";"ICD-N00-N99"
"6806";"ICD-M758";"ICD-M00-M99"
"6807";"ICD-C119";"ICD-C00-D49"
"6808";"ICD-C490";"ICD-C00-D49"
"6809";"ICD-S371";"ICD-S00-T98"
"6810";"ICD-F640";"ICD-F01-F99"
"6811";"ICD-F192";"ICD-F01-F99"
"6812";"ICD-U88";"ICD-U00-U91"
"6813";"ICD-S621";"ICD-S00-T98"
"6814";"ICD-A050";"ICD-A00-B99"
"6815";"ICD-F329";"ICD-F01-F99"
"6816";"ICD-X789";"ICD-V00-Y99"
"6817";"ICD-Q677";"ICD-Q00-Q99"
"6818";"ICD-M224";"ICD-M00-M99"
"6819";"ICD-Y050";"ICD-V00-Y99"
"6820";"ICD-L631";"ICD-L00-L99"
"6821";"ICD-A568";"ICD-A00-B99"
"6822";"ICD-N921";"ICD-N00-N99"
"6823";"ICD-F320";"ICD-F01-F99"
"6824";"ICD-O365";"ICD-O00-O99"
"6825";"ICD-O993";"ICD-O00-O99"
"6826";"ICD-O421";"ICD-O00-O99"
"6827";"ICD-F530";"ICD-F01-F99"
"6828";"ICD-O691";"ICD-O00-O99"
"6829";"ICD-X608";"ICD-V00-Y99"
"6830";"ICD-X629";"ICD-V00-Y99"
"6831";"ICD-X459";"ICD-V00-Y99"
"6832";"ICD-Y913";"ICD-V00-Y99"
"6833";"ICD-M235";"ICD-M00-M99"
"6834";"ICD-W502";"ICD-V00-Y99"
"6835";"ICD-Z022";"ICD-Z00-Z99"
"6836";"ICD-T919";"ICD-S00-T98"
"6837";"ICD-T443";"ICD-S00-T98"
"6838";"ICD-F135";"ICD-F01-F99"
"6839";"ICD-F333";"ICD-F01-F99"
"6840";"ICD-X838";"ICD-V00-Y99"
"6841";"ICD-O927";"ICD-O00-O99"
"6842";"ICD-H184";"ICD-H00-H59"
"6843";"ICD-F505";"ICD-F01-F99"
"6844";"ICD-M236";"ICD-M00-M99"
"6845";"ICD-O995";"ICD-O00-O99"
"6846";"ICD-O081";"ICD-O00-O99"
"6847";"ICD-N857";"ICD-N00-N99"
"6848";"ICD-O041";"ICD-O00-O99"
"6849";"ICD-C696";"ICD-C00-D49"
"6850";"ICD-F603";"ICD-F01-F99"
"6851";"ICD-F29";"ICD-F01-F99"
"6852";"ICD-W513";"ICD-V00-Y99"
"6853";"ICD-F102";"ICD-F01-F99"
"6854";"ICD-F239";"ICD-F01-F99"
"6855";"ICD-F502";"ICD-F01-F99"
"6856";"ICD-F503";"ICD-F01-F99"
"6857";"ICD-O821";"ICD-O00-O99"
"6858";"ICD-V435";"ICD-V00-Y99"
"6859";"ICD-S932";"ICD-S00-T98"
"6860";"ICD-H202";"ICD-H00-H59"
"6861";"ICD-G35";"ICD-G00-G99"
"6862";"ICD-G240";"ICD-G00-G99"
"6863";"ICD-S835";"ICD-S00-T98"
"6864";"ICD-F238";"ICD-F01-F99"
"6865";"ICD-D391";"ICD-C00-D49"
"6866";"ICD-F230";"ICD-F01-F99"
"6867";"ICD-F061";"ICD-F01-F99"
"6868";"ICD-S430";"ICD-S00-T98"
"6869";"ICD-O722";"ICD-O00-O99"
"6870";"ICD-Z390";"ICD-Z00-Z99"
"6871";"ICD-F54";"ICD-F01-F99"
"6872";"ICD-U800";"ICD-U00-U91"
"6873";"ICD-O244";"ICD-O00-O99"
"6874";"ICD-O992";"ICD-O00-O99"
"6875";"ICD-T369";"ICD-S00-T98"
"6876";"ICD-Z321";"ICD-Z00-Z99"
"6877";"ICD-Z33";"ICD-NA"
"6878";"ICD-O720";"ICD-O00-O99"
"6879";"ICD-O660";"ICD-O00-O99"
"6880";"ICD-M511";"ICD-M00-M99"
"6881";"ICD-O479";"ICD-O00-O99"
"6882";"ICD-O701";"ICD-O00-O99"
"6883";"ICD-G804";"ICD-G00-G99"
"6884";"ICD-Z301";"ICD-Z00-Z99"
"6885";"ICD-O231";"ICD-O00-O99"
"6886";"ICD-O655";"ICD-O00-O99"
"6887";"ICD-O48";"ICD-NA"
